area_id,year_month,count_type,count,hour
20,2018-03,0,1382,12
8,2019-03,0,517,12
8,2018-09,0,517,12
8,2018-03,0,520,12
8,2017-09,0,493,12
8,2017-03,0,510,12
8,2016-09,0,511,12
8,2016-03,0,510,12
8,2015-09,0,515,12
8,2015-03,0,516,12
8,2014-09,0,513,12
8,2014-03,0,513,12
8,2013-09,0,514,12
8,2013-03,0,512,12
8,2012-09,0,516,12
8,2012-03,0,516,12
9,2021-09,0,672,12
9,2021-03,0,668,12
9,2020-09,0,662,12
9,2019-09,0,688,12
9,2019-03,0,673,12
9,2017-09,0,682,12
9,2017-03,0,681,12
9,2016-09,0,703,12
9,2016-03,0,714,12
9,2015-09,0,722,12
9,2015-03,0,724,12
9,2014-09,0,731,12
9,2014-03,0,731,12
9,2013-09,0,732,12
9,2013-03,0,726,12
20,2017-09,0,1394,12
9,2012-09,0,728,12
9,2012-03,0,731,12
10,2021-09,0,1417,12
10,2021-03,0,1412,12
10,2020-09,0,1412,12
10,2019-09,0,1351,12
10,2019-03,0,1298,12
10,2018-09,0,1293,12
12,2018-09,0,1001,12
10,2018-03,0,1286,12
10,2017-09,0,1282,12
10,2017-03,0,1287,12
10,2016-09,0,1287,12
10,2016-03,0,1291,12
10,2015-09,0,1301,12
10,2015-03,0,1296,12
10,2014-09,0,1298,12
10,2014-03,0,1298,12
10,2013-09,0,1291,12
10,2013-03,0,1290,12
10,2012-09,0,1292,12
10,2012-03,0,1296,12
11,2021-09,0,1331,12
11,2021-03,0,1340,12
11,2020-09,0,1331,12
12,2018-03,0,1001,12
11,2019-09,0,1311,12
11,2019-03,0,1335,12
11,2018-09,0,1327,12
11,2018-03,0,1343,12
11,2017-09,0,1281,12
11,2017-03,0,1280,12
11,2016-09,0,1269,12
11,2016-03,0,1266,12
11,2015-09,0,1275,12
12,2017-09,0,1005,12
11,2015-03,0,1273,12
11,2014-09,0,1275,12
11,2014-03,0,1244,12
11,2013-09,0,1244,12
11,2013-03,0,1233,12
11,2012-09,0,1204,12
11,2012-03,0,1202,12
12,2021-09,0,1022,12
12,2021-03,0,1017,12
12,2020-09,0,1036,12
12,2015-03,0,1033,12
12,2014-09,0,1039,12
12,2014-03,0,1039,12
12,2013-09,0,1040,12
12,2013-03,0,1040,12
12,2012-09,0,1040,12
12,2012-03,0,1022,12
13,2021-09,0,929,12
13,2021-03,0,943,12
15,2021-09,0,338,12
13,2020-09,0,944,12
13,2019-09,0,938,12
13,2019-03,0,970,12
13,2018-09,0,964,12
13,2018-03,0,963,12
14,2019-03,0,778,12
13,2017-09,0,965,12
13,2017-03,0,976,12
13,2016-09,0,997,12
13,2016-03,0,1132,12
13,2015-09,0,1190,12
14,2018-09,0,708,12
13,2015-03,0,1222,12
13,2014-09,0,1221,12
13,2014-03,0,1221,12
13,2013-09,0,1214,12
13,2013-03,0,1229,12
14,2018-03,0,706,12
13,2012-09,0,1224,12
13,2012-03,0,1203,12
14,2021-09,0,744,12
14,2021-03,0,726,12
14,2020-09,0,730,12
14,2019-09,0,775,12
14,2017-09,0,700,12
14,2017-03,0,705,12
14,2016-09,0,724,12
14,2016-03,0,723,12
14,2015-09,0,716,12
14,2015-03,0,717,12
14,2014-09,0,725,12
14,2014-03,0,725,12
14,2013-09,0,726,12
14,2013-03,0,726,12
14,2012-09,0,733,12
14,2012-03,0,738,12
15,2021-03,0,340,12
15,2020-09,0,385,12
15,2019-09,0,386,12
15,2019-03,0,387,12
15,2018-09,0,387,12
15,2018-03,0,387,12
15,2017-09,0,386,12
15,2017-03,0,386,12
15,2016-09,0,372,12
15,2016-03,0,372,12
15,2015-09,0,372,12
15,2015-03,0,418,12
15,2014-09,0,394,12
15,2014-03,0,386,12
15,2013-09,0,332,12
15,2013-03,0,332,12
15,2012-09,0,332,12
15,2012-03,0,328,12
16,2021-09,0,1054,12
16,2021-03,0,1034,12
16,2020-09,0,1028,12
17,2018-09,0,826,12
16,2019-09,0,1030,12
16,2019-03,0,1027,12
16,2018-09,0,1031,12
16,2018-03,0,1036,12
16,2017-09,0,1022,12
16,2017-03,0,1021,12
16,2016-09,0,987,12
16,2016-03,0,986,12
16,2015-09,0,989,12
16,2015-03,0,990,12
20,2017-03,0,1393,12
16,2014-09,0,988,12
16,2014-03,0,988,12
16,2013-09,0,1030,12
16,2013-03,0,1025,12
16,2012-09,0,1006,12
16,2012-03,0,986,12
17,2021-09,0,861,12
17,2021-03,0,847,12
17,2020-09,0,810,12
17,2019-09,0,807,12
17,2019-03,0,825,12
17,2018-03,0,821,12
17,2017-09,0,821,12
17,2017-03,0,819,12
17,2016-09,0,824,12
17,2016-03,0,826,12
17,2015-09,0,834,12
17,2015-03,0,837,12
17,2014-09,0,847,12
17,2014-03,0,801,12
17,2013-09,0,807,12
17,2013-03,0,808,12
17,2012-09,0,782,12
17,2012-03,0,766,12
18,2021-09,0,1474,12
18,2021-03,0,1417,12
18,2020-09,0,1421,12
18,2019-09,0,1434,12
18,2019-03,0,1450,12
18,2018-09,0,1451,12
18,2018-03,0,1457,12
18,2017-09,0,1462,12
18,2017-03,0,1452,12
18,2016-09,0,1494,12
18,2016-03,0,1519,12
18,2015-09,0,1521,12
19,2016-03,0,1124,12
18,2015-03,0,1540,12
18,2014-09,0,1523,12
18,2014-03,0,1458,12
18,2013-09,0,1527,12
18,2013-03,0,1527,12
18,2012-09,0,1523,12
19,2015-09,0,1139,12
18,2012-03,0,1312,12
19,2021-09,0,1098,12
19,2021-03,0,1111,12
19,2020-09,0,1121,12
19,2019-09,0,1122,12
19,2019-03,0,1123,12
19,2018-09,0,1130,12
19,2018-03,0,1106,12
19,2017-09,0,1122,12
19,2017-03,0,1123,12
19,2016-09,0,1119,12
19,2015-03,0,1142,12
19,2014-09,0,1161,12
19,2014-03,0,1161,12
19,2013-09,0,1163,12
19,2013-03,0,1163,12
19,2012-09,0,1095,12
19,2012-03,0,1094,12
20,2021-09,0,1320,12
20,2021-03,0,1282,12
20,2020-09,0,1292,12
20,2019-09,0,1284,12
20,2019-03,0,1312,12
20,2018-09,0,1312,12
20,2016-09,0,1389,12
20,2016-03,0,1394,12
20,2015-09,0,1363,12
20,2015-03,0,1373,12
20,2014-09,0,1374,12
20,2014-03,0,1374,12
20,2013-09,0,1368,12
20,2013-03,0,1368,12
20,2012-09,0,1374,12
20,2012-03,0,1370,12
21,2021-09,0,415,12
21,2021-03,0,412,12
22,2020-09,0,1161,12
21,2020-09,0,412,12
21,2019-09,0,412,12
21,2019-03,0,413,12
21,2018-09,0,412,12
21,2018-03,0,415,12
21,2017-09,0,415,12
21,2017-03,0,415,12
21,2016-09,0,415,12
21,2016-03,0,426,12
21,2015-09,0,436,12
21,2015-03,0,436,12
21,2014-09,0,553,12
21,2014-03,0,562,12
21,2013-09,0,546,12
21,2013-03,0,546,12
21,2012-09,0,553,12
21,2012-03,0,578,12
22,2021-09,0,1182,12
22,2021-03,0,1170,12
22,2019-09,0,1134,12
22,2019-03,0,1141,12
22,2018-09,0,1148,12
22,2018-03,0,1156,12
22,2017-09,0,1156,12
22,2017-03,0,1156,12
22,2016-09,0,1154,12
22,2016-03,0,1153,12
22,2015-09,0,1169,12
22,2015-03,0,1170,12
22,2014-09,0,1168,12
22,2014-03,0,1168,12
22,2013-09,0,1174,12
22,2013-03,0,1167,12
22,2012-09,0,1165,12
22,2012-03,0,1133,12
23,2021-09,0,1468,12
23,2021-03,0,1453,12
23,2020-09,0,1452,12
23,2019-09,0,1474,12
23,2019-03,0,1480,12
23,2018-09,0,1476,12
23,2018-03,0,1495,12
23,2017-09,0,1489,12
23,2017-03,0,1489,12
23,2016-09,0,1491,12
23,2016-03,0,1491,12
30,2017-09,0,775,12
23,2015-09,0,1421,12
23,2015-03,0,1425,12
23,2014-09,0,1361,12
23,2014-03,0,1361,12
23,2013-09,0,1361,12
23,2013-03,0,1348,12
23,2012-09,0,1365,12
23,2012-03,0,1363,12
24,2021-09,0,1103,12
24,2021-03,0,1128,12
24,2020-09,0,1128,12
24,2019-09,0,1129,12
24,2019-03,0,1106,12
24,2018-09,0,1113,12
24,2018-03,0,1118,12
24,2017-09,0,1116,12
24,2017-03,0,1119,12
24,2016-09,0,1117,12
24,2016-03,0,1118,12
24,2015-09,0,1098,12
24,2015-03,0,1080,12
24,2014-09,0,1017,12
24,2014-03,0,1017,12
24,2013-09,0,1017,12
24,2013-03,0,992,12
24,2012-09,0,1021,12
24,2012-03,0,1015,12
25,2021-09,0,1302,12
25,2021-03,0,1323,12
25,2020-09,0,1333,12
25,2019-09,0,1345,12
25,2019-03,0,1295,12
25,2018-09,0,1295,12
26,2018-03,0,802,12
25,2018-03,0,1312,12
25,2017-09,0,1298,12
25,2017-03,0,1291,12
25,2016-09,0,1315,12
25,2016-03,0,1308,12
25,2015-09,0,1312,12
25,2015-03,0,1245,12
25,2014-09,0,1193,12
26,2017-09,0,805,12
25,2014-03,0,1193,12
25,2013-09,0,1202,12
25,2013-03,0,1147,12
25,2012-09,0,1201,12
25,2012-03,0,1192,12
26,2021-09,0,773,12
26,2021-03,0,756,12
26,2020-09,0,710,12
26,2019-09,0,717,12
26,2019-03,0,796,12
26,2018-09,0,797,12
26,2017-03,0,806,12
26,2016-09,0,776,12
26,2016-03,0,775,12
26,2015-09,0,769,12
26,2015-03,0,772,12
26,2014-09,0,762,12
26,2014-03,0,762,12
26,2013-09,0,805,12
26,2013-03,0,732,12
26,2012-09,0,731,12
26,2012-03,0,739,12
27,2021-09,0,1275,12
27,2021-03,0,1266,12
27,2020-09,0,1264,12
27,2019-09,0,1281,12
27,2019-03,0,1297,12
27,2018-09,0,1296,12
27,2018-03,0,1318,12
27,2017-09,0,1331,12
27,2017-03,0,1328,12
27,2016-09,0,1319,12
27,2016-03,0,1315,12
27,2015-09,0,1283,12
27,2015-03,0,1262,12
27,2014-09,0,1234,12
27,2014-03,0,1234,12
27,2013-09,0,1232,12
27,2013-03,0,1223,12
27,2012-09,0,1223,12
27,2012-03,0,1222,12
28,2021-09,0,763,12
28,2021-03,0,749,12
28,2020-09,0,748,12
28,2019-09,0,750,12
28,2019-03,0,755,12
28,2018-09,0,753,12
28,2018-03,0,771,12
28,2017-09,0,768,12
28,2017-03,0,775,12
28,2016-09,0,777,12
28,2016-03,0,778,12
28,2015-09,0,801,12
28,2015-03,0,805,12
28,2014-09,0,814,12
28,2014-03,0,814,12
28,2013-09,0,822,12
28,2013-03,0,827,12
28,2012-09,0,796,12
28,2012-03,0,722,12
29,2021-09,0,620,12
29,2021-03,0,614,12
29,2020-09,0,614,12
29,2019-09,0,616,12
29,2019-03,0,625,12
29,2018-09,0,625,12
29,2018-03,0,622,12
29,2017-09,0,619,12
29,2017-03,0,620,12
29,2016-09,0,620,12
29,2016-03,0,619,12
29,2015-09,0,595,12
29,2015-03,0,598,12
29,2014-09,0,578,12
29,2014-03,0,578,12
29,2013-09,0,576,12
29,2013-03,0,570,12
29,2012-09,0,563,12
29,2012-03,0,521,12
30,2021-09,0,738,12
30,2021-03,0,737,12
30,2020-09,0,745,12
30,2019-09,0,750,12
30,2019-03,0,755,12
30,2018-09,0,755,12
30,2018-03,0,773,12
30,2017-03,0,794,12
30,2016-09,0,794,12
30,2016-03,0,780,12
30,2015-09,0,782,12
30,2015-03,0,837,12
30,2014-09,0,841,12
30,2014-03,0,841,12
30,2013-09,0,840,12
30,2013-03,0,833,12
30,2012-09,0,832,12
30,2012-03,0,802,12
31,2021-09,0,983,12
31,2021-03,0,993,12
33,2018-03,0,1712,12
31,2020-09,0,993,12
31,2019-09,0,1001,12
31,2019-03,0,1009,12
31,2018-09,0,1010,12
31,2018-03,0,1058,12
31,2017-09,0,1055,12
31,2017-03,0,1057,12
31,2016-09,0,1057,12
31,2016-03,0,1057,12
31,2015-09,0,1038,12
31,2015-03,0,1041,12
31,2014-09,0,1016,12
31,2014-03,0,1093,12
31,2013-09,0,1016,12
31,2013-03,0,1084,12
31,2012-09,0,1086,12
31,2012-03,0,1028,12
32,2021-09,0,1268,12
32,2021-03,0,1279,12
32,2020-09,0,1284,12
32,2019-09,0,1286,12
32,2019-03,0,1293,12
32,2018-09,0,1313,12
32,2018-03,0,1301,12
32,2017-09,0,1311,12
32,2017-03,0,1312,12
32,2016-09,0,1319,12
32,2016-03,0,1326,12
32,2015-09,0,1319,12
32,2015-03,0,1311,12
32,2014-09,0,1321,12
32,2014-03,0,1321,12
32,2013-09,0,1325,12
32,2013-03,0,1327,12
32,2012-09,0,1341,12
32,2012-03,0,1331,12
33,2021-09,0,1677,12
33,2021-03,0,1680,12
33,2020-09,0,1680,12
33,2019-09,0,1681,12
33,2019-03,0,1681,12
33,2018-09,0,1682,12
33,2017-09,0,1719,12
33,2017-03,0,1723,12
33,2016-09,0,1675,12
33,2016-03,0,1702,12
33,2015-09,0,1705,12
33,2015-03,0,1692,12
33,2014-09,0,1676,12
33,2014-03,0,1676,12
33,2013-09,0,1706,12
33,2013-03,0,1721,12
33,2012-09,0,1712,12
33,2012-03,0,1723,12
34,2021-09,0,241,12
35,2017-09,0,1080,12
34,2021-03,0,239,12
34,2020-09,0,239,12
34,2019-09,0,239,12
34,2019-03,0,239,12
34,2018-09,0,231,12
34,2018-03,0,258,12
34,2017-09,0,249,12
34,2017-03,0,314,12
36,2016-03,0,785,12
34,2016-09,0,364,12
34,2016-03,0,357,12
34,2015-09,0,308,12
34,2015-03,0,308,12
34,2014-09,0,316,12
34,2014-03,0,316,12
34,2013-09,0,316,12
34,2013-03,0,301,12
36,2015-09,0,710,12
34,2012-09,0,299,12
34,2012-03,0,350,12
35,2021-09,0,1068,12
35,2021-03,0,1068,12
35,2020-09,0,1068,12
35,2019-09,0,1055,12
35,2019-03,0,1072,12
35,2018-09,0,1072,12
35,2018-03,0,1077,12
35,2017-03,0,1085,12
35,2016-09,0,1081,12
35,2016-03,0,1079,12
35,2015-09,0,1080,12
35,2015-03,0,1058,12
35,2014-09,0,1058,12
35,2014-03,0,1058,12
35,2013-09,0,1057,12
35,2013-03,0,1056,12
36,2015-03,0,708,12
35,2012-09,0,1069,12
35,2012-03,0,1053,12
36,2021-09,0,790,12
36,2021-03,0,789,12
36,2020-09,0,789,12
36,2019-09,0,791,12
36,2019-03,0,797,12
36,2018-09,0,797,12
36,2018-03,0,780,12
36,2017-09,0,786,12
36,2017-03,0,787,12
36,2016-09,0,787,12
36,2014-09,0,730,12
36,2014-03,0,730,12
36,2013-09,0,733,12
36,2013-03,0,718,12
36,2012-09,0,717,12
36,2012-03,0,706,12
37,2021-09,0,571,12
37,2021-03,0,570,12
37,2020-09,0,570,12
37,2019-09,0,583,12
37,2019-03,0,578,12
37,2018-09,0,585,12
37,2018-03,0,565,12
37,2017-09,0,562,12
37,2017-03,0,562,12
37,2016-09,0,520,12
37,2016-03,0,520,12
37,2015-09,0,524,12
37,2015-03,0,524,12
37,2014-09,0,525,12
37,2014-03,0,525,12
37,2013-09,0,522,12
37,2013-03,0,476,12
37,2012-09,0,474,12
37,2012-03,0,482,12
38,2021-09,0,800,12
38,2021-03,0,801,12
38,2020-09,0,803,12
38,2019-09,0,797,12
38,2019-03,0,799,12
38,2018-09,0,811,12
38,2018-03,0,810,12
38,2017-09,0,812,12
38,2017-03,0,815,12
38,2016-09,0,811,12
38,2016-03,0,810,12
38,2015-09,0,818,12
38,2015-03,0,818,12
38,2014-09,0,820,12
38,2014-03,0,820,12
38,2013-09,0,820,12
38,2013-03,0,737,12
38,2012-09,0,737,12
38,2012-03,0,710,12
39,2021-09,0,709,12
39,2021-03,0,709,12
39,2020-09,0,701,12
39,2019-09,0,701,12
39,2019-03,0,715,12
39,2018-09,0,705,12
39,2018-03,0,705,12
39,2017-09,0,708,12
43,2016-09,0,902,12
39,2017-03,0,707,12
39,2016-09,0,707,12
39,2016-03,0,708,12
39,2015-09,0,707,12
39,2015-03,0,688,12
39,2014-09,0,710,12
39,2014-03,0,710,12
39,2013-09,0,710,12
43,2016-03,0,902,12
39,2013-03,0,710,12
39,2012-09,0,735,12
39,2012-03,0,675,12
40,2021-09,0,1101,12
40,2021-03,0,1100,12
40,2020-09,0,1101,12
40,2019-09,0,1073,12
40,2019-03,0,1057,12
40,2018-09,0,1054,12
40,2018-03,0,1059,12
40,2017-09,0,1070,12
40,2017-03,0,1063,12
40,2016-09,0,974,12
40,2016-03,0,964,12
40,2015-09,0,968,12
41,2021-03,0,1439,12
40,2015-03,0,973,12
40,2014-09,0,959,12
40,2014-03,0,959,12
40,2013-09,0,959,12
40,2013-03,0,982,12
40,2012-09,0,974,12
40,2012-03,0,974,12
41,2021-09,0,1452,12
41,2020-09,0,1439,12
41,2019-09,0,1420,12
41,2019-03,0,1414,12
41,2018-09,0,1417,12
41,2018-03,0,1422,12
41,2017-09,0,1411,12
41,2017-03,0,1413,12
41,2016-09,0,1413,12
41,2016-03,0,1414,12
41,2015-09,0,1397,12
41,2015-03,0,1404,12
41,2014-09,0,1413,12
41,2014-03,0,1431,12
41,2013-09,0,1431,12
41,2013-03,0,1430,12
41,2012-09,0,1430,12
41,2012-03,0,1429,12
42,2021-09,0,1245,12
42,2021-03,0,1238,12
42,2020-09,0,1238,12
42,2019-09,0,1238,12
42,2019-03,0,1257,12
42,2018-09,0,1261,12
42,2018-03,0,1268,12
42,2017-09,0,1257,12
42,2017-03,0,1252,12
42,2016-09,0,1245,12
42,2016-03,0,1207,12
42,2015-09,0,1210,12
42,2015-03,0,1248,12
42,2014-09,0,1247,12
42,2014-03,0,1247,12
42,2013-09,0,1245,12
42,2013-03,0,1252,12
42,2012-09,0,1223,12
42,2012-03,0,1229,12
43,2021-09,0,887,12
43,2021-03,0,885,12
43,2020-09,0,884,12
43,2019-09,0,897,12
43,2019-03,0,879,12
43,2018-09,0,883,12
43,2018-03,0,884,12
43,2017-09,0,888,12
43,2017-03,0,888,12
43,2015-09,0,915,12
43,2015-03,0,938,12
43,2014-09,0,985,12
43,2014-03,0,985,12
43,2013-09,0,982,12
43,2013-03,0,977,12
43,2012-09,0,976,12
43,2012-03,0,966,12
44,2021-09,0,1025,12
44,2021-03,0,1026,12
44,2020-09,0,1026,12
44,2019-09,0,1034,12
44,2019-03,0,1014,12
44,2018-09,0,1014,12
44,2018-03,0,1017,12
44,2017-09,0,1025,12
44,2017-03,0,1043,12
44,2016-09,0,891,12
44,2016-03,0,962,12
44,2015-09,0,959,12
44,2015-03,0,983,12
44,2014-09,0,1013,12
44,2014-03,0,1013,12
44,2013-09,0,970,12
44,2013-03,0,1038,12
44,2012-09,0,1058,12
44,2012-03,0,1058,12
45,2021-09,0,1116,12
45,2021-03,0,1059,12
45,2020-09,0,1062,12
45,2019-09,0,1057,12
45,2019-03,0,1124,12
45,2018-09,0,1120,12
45,2018-03,0,1115,12
45,2017-09,0,1084,12
45,2017-03,0,1061,12
45,2016-09,0,1057,12
45,2016-03,0,1056,12
45,2015-09,0,1058,12
45,2015-03,0,1069,12
45,2014-09,0,1087,12
45,2014-03,0,1087,12
45,2013-09,0,1087,12
45,2013-03,0,1139,12
45,2012-09,0,1118,12
45,2012-03,0,1117,12
46,2021-09,0,910,12
46,2021-03,0,905,12
46,2020-09,0,906,12
46,2019-09,0,914,12
46,2019-03,0,886,12
46,2018-09,0,918,12
46,2018-03,0,905,12
46,2017-09,0,904,12
46,2017-03,0,920,12
46,2016-09,0,920,12
47,2019-09,0,1003,12
46,2016-03,0,910,12
46,2015-09,0,936,12
46,2015-03,0,934,12
46,2014-09,0,932,12
46,2014-03,0,932,12
46,2013-09,0,932,12
46,2013-03,0,918,12
46,2012-09,0,886,12
46,2012-03,0,886,12
47,2021-09,0,1016,12
47,2021-03,0,1002,12
47,2020-09,0,1003,12
47,2019-03,0,1011,12
47,2018-09,0,1008,12
47,2018-03,0,1004,12
47,2017-09,0,1004,12
47,2017-03,0,1004,12
47,2016-09,0,1024,12
47,2016-03,0,1027,12
47,2015-09,0,1027,12
47,2015-03,0,1027,12
47,2014-09,0,1020,12
47,2014-03,0,1020,12
47,2013-09,0,1030,12
47,2013-03,0,979,12
47,2012-09,0,981,12
47,2012-03,0,953,12
48,2021-09,0,1117,12
48,2021-03,0,1144,12
48,2020-09,0,1146,12
48,2019-09,0,1151,12
48,2019-03,0,1085,12
48,2018-09,0,1105,12
48,2018-03,0,1100,12
48,2017-09,0,1103,12
48,2017-03,0,1103,12
48,2016-09,0,1109,12
48,2016-03,0,1109,12
48,2015-09,0,1110,12
48,2015-03,0,1106,12
48,2014-09,0,1097,12
48,2014-03,0,1116,12
48,2013-09,0,1101,12
48,2013-03,0,1107,12
48,2012-09,0,1107,12
48,2012-03,0,1117,12
49,2021-09,0,1610,12
49,2021-03,0,1571,12
49,2020-09,0,1570,12
49,2019-09,0,1559,12
49,2019-03,0,1580,12
49,2018-09,0,1579,12
49,2018-03,0,1499,12
49,2017-09,0,1495,12
49,2017-03,0,1500,12
49,2016-09,0,1503,12
49,2016-03,0,1502,12
49,2015-09,0,1505,12
49,2015-03,0,1507,12
49,2014-09,0,1508,12
49,2014-03,0,1508,12
49,2013-09,0,1511,12
49,2013-03,0,1516,12
49,2012-09,0,1522,12
49,2012-03,0,1522,12
50,2021-09,0,905,12
50,2021-03,0,927,12
50,2020-09,0,907,12
50,2019-09,0,974,12
50,2019-03,0,977,12
50,2018-09,0,982,12
50,2018-03,0,855,12
50,2017-09,0,957,12
50,2017-03,0,947,12
50,2016-09,0,964,12
50,2016-03,0,964,12
50,2015-09,0,965,12
50,2015-03,0,966,12
50,2014-09,0,1032,12
50,2014-03,0,1066,12
50,2013-09,0,1066,12
50,2013-03,0,1118,12
50,2012-09,0,1197,12
50,2012-03,0,1243,12
51,2021-09,0,909,12
51,2021-03,0,907,12
51,2020-09,0,916,12
51,2019-09,0,911,12
51,2019-03,0,912,12
51,2018-09,0,910,12
51,2018-03,0,910,12
51,2017-09,0,836,12
51,2017-03,0,858,12
51,2016-09,0,859,12
51,2016-03,0,858,12
51,2015-09,0,859,12
51,2015-03,0,858,12
51,2014-09,0,860,12
51,2014-03,0,879,12
51,2013-09,0,879,12
51,2013-03,0,871,12
51,2012-09,0,881,12
51,2012-03,0,859,12
56,2019-09,0,1441,12
52,2021-09,0,627,12
52,2021-03,0,625,12
52,2020-09,0,625,12
52,2019-09,0,625,12
52,2019-03,0,625,12
52,2018-09,0,625,12
52,2018-03,0,624,12
52,2017-09,0,612,12
52,2017-03,0,608,12
52,2016-09,0,609,12
52,2016-03,0,609,12
52,2015-09,0,609,12
52,2015-03,0,610,12
52,2014-09,0,611,12
52,2014-03,0,611,12
52,2013-09,0,611,12
52,2013-03,0,611,12
52,2012-09,0,609,12
52,2012-03,0,610,12
53,2021-09,0,1208,12
53,2021-03,0,1208,12
53,2020-09,0,1204,12
53,2019-09,0,1205,12
53,2019-03,0,1206,12
53,2018-09,0,1206,12
53,2018-03,0,1203,12
53,2017-09,0,1193,12
53,2017-03,0,1194,12
53,2016-09,0,1199,12
53,2016-03,0,1198,12
53,2015-09,0,1202,12
53,2015-03,0,1233,12
53,2014-09,0,1245,12
53,2014-03,0,1270,12
53,2013-09,0,1269,12
56,2019-03,0,1404,12
53,2013-03,0,1271,12
53,2012-09,0,1265,12
53,2012-03,0,1257,12
54,2021-09,0,770,12
54,2021-03,0,771,12
54,2020-09,0,770,12
54,2019-09,0,772,12
54,2019-03,0,771,12
54,2018-09,0,771,12
54,2018-03,0,771,12
54,2017-09,0,771,12
54,2017-03,0,771,12
54,2016-09,0,771,12
54,2016-03,0,773,12
54,2015-09,0,771,12
54,2015-03,0,771,12
54,2014-09,0,772,12
54,2014-03,0,772,12
54,2013-09,0,772,12
54,2013-03,0,772,12
54,2012-09,0,772,12
54,2012-03,0,772,12
55,2021-09,0,845,12
56,2018-09,0,1403,12
55,2021-03,0,854,12
55,2020-09,0,857,12
55,2019-09,0,853,12
55,2019-03,0,850,12
55,2018-09,0,855,12
